WDJ_Name,DR3_source_id,parallax,parallax_error,ra,ra_error,dec,dec_error,absG,bp_rp,SpT,comp,gaia_teff,gaia_teff_err,gaia_logg,gaia_logg_err,gaia_mass,gaia_mass_err,corrected_teff,corrected_mass,corrected_age,bibcode,comment
WDJ022157.89+044517.91,2516606022320239104,25.35043067477835,0.05417921,35.491103382768834,0.049945787,4.755335938,0.0415769,13.41269371,0.47766876,DA,H,7262,113,8.084,.041,.643,.026,7262,0.643,1.62,2020MNRAS.497..130T,
WDJ022300.22+554427.86,457474219590579328,26.111468546062735,0.056634992,35.75187977057364,0.032167725,55.740540237,0.03859959,13.94282949,0.5285988,DA,H,6993,67,8.342,.024,.811,.016,6993,0.811,3.23,2015ApJS..219...19L,
WDJ022348.96+205553.90,87648226538760064,25.986208610226658,0.17434746,35.95406002920468,0.13603373,20.929514693,0.12475052,15.2372446,1.3500385,DC,H,4420,83,7.821,.066,.473,.030,4622,0.618,8.39,2015ApJS..219...19L,
WDJ022432.27-285459.46,5068532996689788544,34.51672695215518,0.13390781,36.13698787953489,0.07843853,-28.916653308,0.10241723,15.90186404,0.055383682,DC,He,,,,,,,,,,2022ApJ...934...36B,IR-faint white dwarf with collision-induced absorption in the infrared. Multiple solutions for Gaia stellar parameters
WDJ022631.96+645929.92,515289392829738624,32.30409528832831,0.099623874,36.639282799818076,0.054623853,64.989963247,0.07564251,15.44379991,1.4544411,DC,H,4189,57,7.814,.039,.469,.016,4407,0.636,9.35,2015ApJS..219...19L,
WDJ022704.24+591502.04,459237630076876672,26.529918281220287,0.03899645,36.76822557569179,0.025266156,59.250639795,0.027886238,13.06374456,0.4659996,DA,H,7361,67,7.861,.027,.514,.014,7361,0.514,1.15,2020MNRAS.497..130T,
WDJ022724.62+180724.03,85787470611883008,26.726000698594387,0.07678501,36.85299944390921,0.04733904,18.122950902,0.05565584,12.63547988,0.3052721,DA,H,8540,106,7.932,.036,.557,.021,8540,0.557,0.87,2020MNRAS.497..130T,
WDJ023016.63+051550.70,2516322146457318144,37.71098864693572,0.050764423,37.569624898856596,0.044570137,5.263973462,0.034910236,10.70287859,-0.25126553,DA,H,18965,391,7.873,.027,.552,.014,18965,0.552,0.06,2015ApJS..219...19L,
WDJ023114.82+081023.71,19693180966870656,25.701808277998992,0.09997394,37.81316173154888,0.07206925,8.171906589,0.07608918,14.2180384,0.7755852,DC,He,5849,97,8.046,.055,.599,.034,5849,0.599,3.33,1994AAS...184.2809O,
WDJ023117.04+285939.88,131188715200383872,35.88244221995106,0.35496718,37.820416782995245,0.29627073,28.99434117,0.25821966,12.79871297,0.52404404,DA,H,6985,48,7.565,.031,.393,.011,6985,0.393,1.00,2020MNRAS.497..130T,Double degenerate candidate
WDJ023140.97+270950.48,127366331745660288,35.51680767043657,0.085910246,37.92267762016077,0.07595526,27.164762498,0.06260273,14.85263962,1.1907673,DA,H,4779,52,7.815,.036,.472,.014,4942,0.577,6.23,2015ApJS..219...19L,
WDJ023237.91-141151.77,5146358426863612160,59.98534927004329,0.037285626,38.15810435644007,0.026277704,-14.200743519,0.027301822,14.46900996,0.94244003,DA,H,5393,27,7.986,.019,.575,.011,5451,0.613,3.80,2003ApJ...596..477Z,
WDJ023338.98+212513.29,88996326578456192,35.11484352601681,0.081516646,38.41271746811351,0.07339303,21.419368703,0.061047632,14.95715969,1.219862,DC,H,4730,53,7.860,.046,.496,.026,4892,0.607,7.12,2015ApJS..219...19L,
WDJ023407.73-051139.33,2488960249844340352,41.64584528104091,0.024663622,38.53328488591959,0.021800557,-5.193849387,0.01990737,12.44372341,-0.053574562,DA,H,13146,203,8.583,.013,.976,.008,13146,0.976,0.77,2011ApJ...743..138G,
WDJ023521.79-240047.12,5125186299678747008,54.147239355716685,0.035721224,38.840288848544354,0.023150716,-24.015788049,0.025798375,14.3428676,1.1414442,DAH,H,4871,22,7.529,.019,.358,.008,5066,0.453,3.07,2018CoSka..48..307V,Double degenerate candidate
WDJ023530.71+571524.50,457817164137702784,37.51057473263988,0.022231223,38.87956237415102,0.01379525,57.256659448,0.015802361,11.67106559,-0.04528904,DA,H,12658,182,8.047,.014,.635,.008,12658,0.635,0.36,2015ApJS..219...19L,
WDJ023538.55-303225.52,5064259336725948672,30.638196358966205,0.21879067,38.9119710942014,0.114895985,-30.541241974,0.1519111,16.43616398,-0.28250504,DC,He,,,,,,,,,,This work,IR-faint white dwarf with collision-induced absorption in the infrared. Multiple solutions for Gaia stellar parameters
WDJ023551.36+011845.45,2502097283492466560,30.26703621131095,0.056064874,38.96392219393221,0.05120181,1.312458258,0.041238524,13.55806448,0.5725155,DA,H,6750,56,7.997,.025,.589,.015,6750,0.589,1.71,2013AJ....146...34Z,
WDJ023619.57+524412.41,452244667407804800,34.67004915584997,0.024979742,39.082813217412,0.015138774,52.736042466,0.018085944,11.57034929,-0.2003851,DAH,H,17351,310,8.325,.020,.817,.013,17351,0.817,0.23,2015ApJS..219...19L,
WDJ023759.15+163812.95,81606375784491520,31.337198988321703,0.104606345,39.49628021495945,0.10882293,16.635545963,0.06989836,14.52313188,0.8918438,DC,He,5441,70,8.041,.047,.595,.029,5490,0.628,4.97,2015ApJS..219...19L,
WDJ023841.25-264319.88,5070533180139377792,28.54073657616323,0.073665656,39.67192116763964,0.03957545,-26.721321507,0.057011336,13.75805789,0.42092323,DXP,He,7175,81,8.238,.030,.726,.020,7175,0.726,2.36,2001MNRAS.328..203S,
WDJ023919.69+260957.46,126342377182577408,47.92885506170294,0.050964903,39.833594029536606,0.04543897,26.165190873,0.03811224,14.35584827,0.8921938,DA,H,5553,31,7.998,.020,.584,.012,5589,0.607,3.20,2017AJ....154...32S,
WDJ024050.43+314256.44,133116227803380224,30.244813974689695,0.05193306,40.20935559618285,0.044239502,31.715254804,0.03805194,13.41577659,0.4993353,DA,H,7122,62,8.038,.025,.615,.015,7122,0.615,1.59,2006ApJ...643..402K,
WDJ024208.44+111233.00,25405350031335296,29.50905250789179,0.049039014,40.53593988048143,0.040266775,11.207863477,0.03818431,13.45466333,0.33060265,DAH,H,8283,107,8.411,.029,.859,.019,8283,0.859,2.23,2015ApJS..219...19L,
WDJ024300.36-603414.82,4725208704209795712,29.862941859735397,0.05941458,40.751601475129625,0.054853655,-60.571850855,0.053364985,14.60626094,0.8937664,DA,H,5599,51,8.201,.030,.712,.019,5623,0.731,5.03,2023MNRAS.518.3055O,
WDJ024527.76-603858.32,4725152392894633984,28.084047046025706,0.044277996,41.36704743419221,0.044568453,-60.648920386,0.04000851,14.07815946,0.78751373,DA,H,5883,47,7.980,.027,.575,.016,5879,0.572,2.38,2023MNRAS.518.3055O,
WDJ024531.84-195134.42,5128633195616949120,31.10522976636222,0.110026,41.38530828680426,0.08716421,-19.859385245,0.08736212,15.31974307,1.4153423,DC,H,4308,88,7.805,.063,.464,.028,4522,0.621,8.77,2005PASP..117..676R,
WDJ024630.80-022723.46,2495751967528809216,46.574159696518166,0.04863914,41.629328341153524,0.037266165,-2.458695834,0.033364683,13.75341414,0.572093,DAZ,H,6731,51,8.129,.021,.670,.013,6731,0.670,2.15,2003ApJ...596..477Z,
WDJ024836.43+542322.46,453562088496088320,92.0361989364657,0.03017235,42.14855510212976,0.01662889,54.387861136,0.021520222,14.93694437,1.1163254,DAZ,H,4942,21,8.018,.016,.591,.010,5056,0.678,7.47,2003ApJ...596..477Z,
WDJ024944.20+330725.66,139623068897753856,28.006533578848984,0.068367764,42.43512543788919,0.05908184,33.124953233,0.055891264,14.22285179,0.8605404,DA,H,5668,57,7.961,.036,.563,.021,5690,0.576,2.65,2015ApJS..219...19L,
WDJ025007.11+081753.42,20484382662003968,26.315264311677574,0.13956127,42.53054336745423,0.12451488,8.296304512,0.10158439,15.07629268,1.3047676,DC,H,4623,109,7.866,.085,.499,.043,4796,0.622,7.80,2020MNRAS.497..130T,
WDJ025017.18-224130.53,5077717389114829056,27.907503614535976,0.084615216,42.57195406075748,0.047828123,-22.691183181,0.068505414,14.63108595,0.8754368,DA,H,5623,55,8.230,.033,.732,.022,5644,0.749,5.21,2023MNRAS.518.3055O,
WDJ025245.61-752244.56,4640029027306103296,32.05421647120017,0.039182257,43.19806260556297,0.03868492,-75.378032175,0.03683531,14.10047083,0.6979523,DAH,H,6204,52,8.153,.024,.684,.015,6204,0.684,3.01,2023MNRAS.518.3055O,
WDJ025328.32+375959.38,143076256963396480,27.006139683999503,0.07635452,43.36809786490811,0.061785135,37.999245993,0.047721885,13.61124055,0.61089325,DA,H,6572,61,7.956,.030,.564,.018,6572,0.564,1.73,2020MNRAS.497..130T,
WDJ025332.00-654559.93,4696032750850438272,26.991268808163472,0.05071926,43.38328905831113,0.051211953,-65.766290505,0.044861052,14.2574885,0.9258499,DA,H,5451,45,7.859,.032,.502,.018,5508,0.534,2.61,2023MNRAS.518.3055O,
WDJ025617.20+495441.87,439494077735062144,26.50896552264913,0.085328236,44.07186084428097,0.05609012,49.910799158,0.058654215,14.2121999,0.76486206,DA,H,5983,63,8.120,.034,.662,.022,5970,0.653,3.02,2015ApJS..219...19L,
WDJ025617.22-702210.85,4645960583300470656,39.62888730612135,0.013415822,44.08041106952332,0.01324617,-70.370180231,0.012816797,12.06093139,0.10970974,DA,H,10339,90,8.00,.018,.602,.011,10339,0.602,0.58,2011ApJ...743..138G,
WDJ025759.87-302709.99,5065010887285008128,25.951272259410135,0.05765572,44.49846945740548,0.025494976,-30.453348834,0.03888044,13.87288527,0.7049217,DA,H,6173,43,7.975,.024,.574,.014,6173,0.574,2.09,2023MNRAS.518.3055O,
WDJ025959.15+081156.43,8578256576520320,33.93674755945321,0.043516386,44.99859716662171,0.038436413,8.198672825,0.03244901,13.43437809,0.6190653,DAH,H,6528,62,7.809,.029,.482,.015,6528,0.482,1.44,2015ApJS..219...19L,Double degenerate candidate
WDJ030154.44-831446.19,4618550411255512448,29.892176015208495,0.032741655,45.470556288013896,0.03197534,-83.246267416,0.033892035,13.50447365,0.561038,DA,H,6813,51,7.985,.021,.582,.013,6813,0.582,1.64,2023MNRAS.518.3055O,
WDJ030350.56+060748.75,6963383233077632,31.93352888220124,0.045300957,45.961700034802064,0.037317794,6.130449084,0.033209883,12.48565257,-0.05897045,DXP,H,16018,2657,8.761,.276,1.083,.142,16018,1.083,0.62,2020MNRAS.497..130T,
WDJ030407.15-782454.62,4626680917489564160,25.110070383779146,0.06804966,46.031148689142114,0.06059655,-78.415030622,0.061814003,14.39569365,0.96958923,DA,H,5363,58,7.904,.042,.527,.024,5430,0.568,3.16,2023MNRAS.518.3055O,
WDJ030616.69+622222.45,466384799259137920,26.225971241025118,0.027013177,46.57012388299262,0.0155067835,62.372404338,0.017385328,12.0850649,0.06400776,DA,H,11033,106,8.127,.018,.680,.011,11033,0.680,0.58,2015ApJS..219...19L,
WDJ030713.90-071506.24,5179920984941752448,32.89350931668879,0.1323474,46.807060493762165,0.0888998,-7.253737976,0.097286694,14.78509505,0.86917114,DA,H,5637,77,8.336,.044,.802,.030,5655,0.818,5.92,2012MNRAS.425.1394K,
WDJ030850.43+512822.32,439905192004402304,27.20951118988072,0.09088219,47.21087453528712,0.05696557,51.472080123,0.06621277,14.6606547,1.0237713,DA,H,5225,49,8.002,.038,.583,.023,5304,0.638,5.12,2020MNRAS.497..130T,
WDJ031031.02-683603.38,4646535078125821568,96.18335870347249,0.028869182,47.62973152269491,0.02868027,-68.601397936,0.025375301,11.32508269,-0.17495728,DA,H,15866,263,8.077,.020,.660,.012,15866,0.660,0.19,2018MNRAS.480.3942H,
WDJ031057.60+663402.63,492442090962517376,26.043738010489744,0.09936344,47.747663186354636,0.051275395,66.565462704,0.0730978,14.96402959,1.2448921,DC,H,4681,53,7.817,.039,.472,.016,4857,0.589,6.91,2015ApJS..219...19L,
WDJ031124.57-085324.98,5167424240722533760,25.66678918312248,0.12303302,47.85258981730813,0.08997841,-8.89046213,0.09489396,14.66003972,1.0695686,DA,H,5101,68,7.918,.056,.532,.032,5205,0.601,5.01,2020MNRAS.497..130T,
WDJ031138.80-055117.55,5181816233750415488,31.61233940690471,0.14825681,47.91361736623185,0.114443794,-5.854566683,0.11904782,15.58587518,1.5327587,DC,H,3937,194,7.758,.125,.450,.056,4168,0.633,9.92,2020MNRAS.497..130T,
WDJ031225.70-644410.89,4672306015773211008,27.32652085812952,0.018083837,48.10888271337945,0.016437719,-64.736530357,0.017211434,10.50169671,-0.04508972,DA,H,12063,142,7.215,.013,.310,.003,12063,0.310,0.15,2017ApJ...848...11B,Double degenerate from 2020MNRAS.493.2805K
WDJ031318.66-560734.99,4733604373137759616,28.699888722814464,0.017911883,48.32699815199498,0.016027607,-56.127634219,0.01629586,11.88920506,0.058568954,DA,H,10988,118,7.994,.020,.600,.012,10988,0.600,0.49,2023MNRAS.518.3055O,
WDJ031330.78-424243.22,4850844228558819584,25.73196362846894,0.087905616,48.37872853140936,0.070587195,-42.712441963,0.07330854,14.81601764,1.1015072,DC,H,4993,57,7.957,.047,.553,.028,5111,0.624,6.14,This work,
WDJ031613.91-081637.52,5167510797199003904,31.83750430446758,0.06312463,49.05837530139978,0.051859923,-8.277525533,0.05231254,14.21323508,0.65267754,DA,H,6369,68,8.297,.029,.779,.019,6369,0.779,3.86,2006AJ....131..582K,
WDJ031642.12+393222.85,235842052999634944,26.41188213958237,0.05179402,49.175988327509884,0.037579816,39.538958166,0.03500569,12.85470875,0.21470165,DC,He,8749,86,8.074,.026,.623,.016,8749,0.623,1.03,2006ApJ...643..402K,
WDJ031646.48-801446.19,4620280217923548800,28.021102762257065,0.028437799,49.19887223262106,0.029162332,-80.245117068,0.026982225,13.17904211,0.45970535,DA,H,7356,60,7.952,.023,.565,.013,7356,0.565,1.29,2023MNRAS.518.3055O,
WDJ031712.10-291134.21,5058635403471767680,31.745681269139386,0.06754531,49.30129614406431,0.031318262,-29.194923053,0.045664866,14.73671726,0.96432686,DAZH,H,5367,39,8.155,.026,.680,.017,5419,0.720,5.86,2012MNRAS.425.1394K,
WDJ031715.85-853225.56,4613612951211823104,34.035060085143655,0.028635424,49.311809229306355,0.027067846,-85.540486238,0.026818544,12.41411661,-0.37305546,DAH,H,26465,1368,9.172,.050,1.267,.016,26465,1.267,0.34,2015SSRv..191..111F,
WDJ031719.13-853231.29,4613612951211823616,34.02120978857342,0.019133434,49.3261690754573,0.018130966,-85.542123961,0.01788634,11.73738876,-0.18221474,DA,H,16534,287,8.380,.019,.851,.012,16534,0.851,0.29,2010A&A...524A..36K,
WDJ031907.61+423045.45,239721228805415296,32.70621584552832,0.034048796,49.78155251699773,0.02495456,42.512196773,0.021313883,12.36143149,0.029360771,DBA,He,10965,129,8.221,.024,.720,.015,10965,0.720,0.71,This work,
WDJ031938.27+363029.67,234469931207274112,31.17370533742176,0.054219574,49.91004800729301,0.04943138,36.508308879,0.037604395,13.79881413,0.48472023,DZ,He,6830,71,8.326,.024,.800,.016,6830,0.800,3.37,2015ApJS..219...19L,
WDJ032020.30+233331.72,62884540326096896,25.12445211684357,0.14103714,50.08489004605622,0.12949131,23.557181438,0.107076526,14.556321,1.3954391,DC,H,4322,57,7.209,.057,.245,.016,4690,0.400,3.76,2015ApJS..219...19L,Double degenerate candidate
WDJ032511.05-014915.05,3261591090771914240,59.06632710976977,0.057836663,51.297080008868015,0.047307435,-1.824708179,0.043979317,14.76433383,1.0277567,DAZH,H,5165,36,8.048,.027,.611,.017,5248,0.673,6.15,2018MNRAS.480.3942H,
WDJ032631.46+155714.79,54253618862057728,25.91432592710913,0.093822084,51.63193424424977,0.081088625,15.954749,0.06956568,14.48343058,0.8573818,DA,H,5669,82,8.154,.049,.682,.031,5687,0.695,4.30,2020MNRAS.497..130T,
WDJ032646.69-592700.23,4723118914857785472,32.13014458682925,0.052157536,51.69564259837178,0.05089941,-59.450271758,0.045041744,14.4652924,0.67308044,DA,H,6333,62,8.441,.024,.875,.016,6333,0.875,4.80,2023MNRAS.518.3055O,
WDJ032848.80-271900.09,5060587895604134400,43.52575640063314,0.027590504,52.20693584131422,0.01415333,-27.315022254,0.018586835,11.78109064,0.28114796,DA,H,8605,63,7.408,.019,.347,.006,8605,0.347,0.51,2011ApJ...743..138G,Double degenerate from 2020A&A...638A.131N (ESO SPY)
WDJ032850.79-323830.99,5053839127592396032,32.482342377382885,0.06758897,52.21247084443923,0.039200854,-32.64033913,0.055718925,14.8923237,1.2505856,DC,H,4646,42,7.759,.034,.454,.015,4832,0.575,6.68,2012MNRAS.425.1394K,
WDJ033320.37+000720.65,3264551560189562112,28.19347222084746,0.059609547,53.33526250077833,0.05143259,.122364306,0.047425058,13.64137283,0.43458366,DAH,H,7546,103,8.326,.032,.801,.021,7546,0.801,2.44,2009A&A...506.1341K,
WDJ033634.09-221524.08,5088251195844051328,26.00060960895447,0.06946634,54.1431699706355,0.044623163,-22.257677045,0.046735033,14.03572765,0.77545357,DAZH,H,5922,41,7.968,.025,.568,.015,5913,0.563,2.28,2019MNRAS.482.5201K,
WDJ034010.17-361038.22,4860061541910268160,29.076144010914224,0.04928325,55.045720905887954,0.033961777,-36.177409818,0.041388005,14.08864406,0.87243843,DA,H,5608,40,7.829,.027,.488,.014,5642,0.506,2.24,2005PASP..117..676R,
WDJ034323.12+195813.60,63126196662620416,48.17731638628854,0.041852254,55.84669517197853,0.03564216,19.971163898,0.027509369,14.03142802,0.50059223,DA,H,7117,58,8.440,.018,.876,.012,7117,0.876,3.65,2015ApJS..219...19L,
WDJ034347.42-512516.55,4829340465475546880,35.829155176729195,0.02558103,55.94742664288741,0.022642346,-51.423004781,0.025179159,13.57045684,0.5654459,DAZ,H,6742,45,8.011,.019,.597,.012,6742,0.597,1.75,2023MNRAS.518.3055O,
WDJ034434.85+182609.82,44901791432527232,52.9577347158701,0.036208056,56.14712981451253,0.030193085,18.431040082,0.021246562,13.677403,0.52805424,DQ,He,6837,48,8.097,.020,.634,.012,6837,0.634,1.99,2018MNRAS.480.3942H,
WDJ034501.53-034849.73,3249479592234269056,32.22465326868479,0.11544046,56.256346800082056,0.082171746,-3.814990323,0.08186191,15.31656127,1.3844318,DC,H,4362,87,7.847,.065,.487,.031,4563,0.638,8.90,2020MNRAS.497..130T,
WDJ034501.70-034844.85,3249479592235301376,32.184179310179466,0.08204933,56.256971729304496,0.059634868,-3.813627006,0.057159696,14.6997432,1.1044979,DA,H,4993,45,7.869,.039,.503,.022,5118,0.584,5.22,2020MNRAS.497..130T,
WDJ034511.83+194026.08,63054590968017408,35.39859130698322,0.029474277,56.30025386935157,0.026054457,19.673400412,0.019322202,11.9503509,-0.036011696,DA,H,12552,172,8.230,.015,.748,.010,12552,0.748,0.48,2020MNRAS.497..130T,
WDJ034646.52+245602.67,66837563803594880,25.29407980708816,0.2084893,56.696369480991095,0.17906713,24.928929586,0.13638905,15.58844342,1.5443821,DC,He,,,,,,,,,,2022ApJ...934...36B,IR-faint white dwarf with collision-induced absorption in the infrared. Multiple solutions for Gaia stellar parameters
WDJ034706.83+013847.64,3270079526697712768,49.583659361453186,0.055739272,56.779480042933535,0.046820924,1.644754072,0.031829912,14.74837288,1.1141062,DC,H,4959,29,7.879,.024,.508,.014,5088,0.593,5.64,2017AJ....154...32S,
WDJ034722.43+435857.18,243645699341060608,31.33882509769567,0.027680857,56.84246009876369,0.022374293,43.982887843,0.018251022,11.49261855,-0.091685295,DA,H,13661,179,8.001,.016,.610,.009,13661,0.610,0.27,2015ApJS..219...19L,
WDJ034850.19-005832.29,3251244858154433536,32.21690425047798,0.047902428,57.209484369964336,0.046971153,-.976360396,0.03545684,11.56293003,-0.48251915,DA,H,39304,2425,9.123,.038,1.263,.018,39304,1.263,0.10,2011ApJ...743..138G,
WDJ035005.27-685307.56,4667446586695129472,30.01938707133829,0.054044,57.523048471666556,0.05478798,-68.885083342,0.049318317,14.6662591,1.1486301,DA,H,4912,45,7.797,.027,.474,.008,5057,0.564,5.19,2023MNRAS.518.3055O,
WDJ035521.99+094718.13,3302846072717868416,28.587308540469934,0.037111998,58.84239878109967,0.028562853,9.788346085,0.019507138,11.82870634,-0.11470127,DA,H,14518,205,8.294,.016,.793,.011,14518,0.793,0.36,2015ApJS..219...19L,
WDJ035531.89-561128.32,4683172420470864256,30.34526119714858,0.050495524,58.88400935825535,0.048919085,-56.190114941,0.047714207,14.4567804,0.8228779,DAH,H,5771,50,8.191,.027,.707,.018,5778,0.712,4.29,2023MNRAS.518.3055O,
WDJ035556.50+452510.26,244214799689691904,31.77635642321834,0.084625214,58.98552860623971,0.066734836,45.41834621,0.048080057,14.66956649,1.0659714,DA,H,5114,49,7.937,.039,.543,.023,5214,0.610,5.13,2020MNRAS.497..130T,
WDJ035826.49+215726.16,53278867446391040,27.673401020035044,0.07140552,59.61145708005414,0.06358091,21.956122127,0.035740796,13.85669368,0.5682144,DAZ,H,6777,76,8.217,.030,.727,.020,6777,0.727,2.62,2020MNRAS.497..130T,
WDJ040026.68+081406.93,3301319572621418368,53.76923437527852,0.043360464,60.10955102745185,0.037765667,8.233505755,0.028713616,14.34834226,0.9234371,DA,H,5461,30,7.934,.020,.545,.012,5512,0.576,3.02,2018MNRAS.480.3942H,
WDJ040101.51+513130.09,250862824946594816,39.83565887431672,0.07690448,60.25893092179061,0.061101943,51.52145494,0.043462165,15.11395002,1.0527515,DC,He,5018,37,8.191,.027,.690,.018,5104,0.764,7.24,2015ApJS..219...19L,
WDJ040242.39+152742.47,39387328302768640,27.078319144684027,0.07478206,60.67688404539383,0.0613628,15.461932051,0.04156462,13.78723851,0.47123146,DC,He,6894,53,8.151,.028,.668,.018,6894,0.668,2.16,2020MNRAS.497..130T,
