WDJ_Name,DR3_source_id,parallax,parallax_error,ra,ra_error,dec,dec_error,absG,bp_rp,SpT,comp,gaia_teff,gaia_teff_err,gaia_logg,gaia_logg_err,gaia_mass,gaia_mass_err,corrected_teff,corrected_mass,corrected_age,bibcode,comment
WDJ050818.91-145023.81,2986577153625081344,28.860080828467545,0.06341186,77.0798366479455,0.04366238,-14.842148104,0.04334275,14.38497572,0.9070263,DQ,He,5412,38,7.925,.028,.525,.016,5472,0.561,4.12,2012MNRAS.425.1394K,
WDJ050836.43-152312.42,2986473765172532864,26.71167925831214,0.08276188,77.15276531314018,0.055413514,-15.384199088,0.056169517,14.74492396,1.0418835,DA,H,5167,46,8.032,.035,.601,.022,5251,0.662,5.93,2012MNRAS.425.1394K,
WDJ051403.50+080015.12,3242153305741855744,46.58883911407414,0.046113044,78.51360511043823,0.03936522,8.002844238,0.028517282,14.10974044,0.6213083,DA,H,6534,47,8.295,.018,.778,.012,6534,0.778,3.56,2015ApJS..219...19L,
WDJ051530.10+502141.72,261664427174056320,25.963100492667017,0.036591195,78.87440422352716,0.029732745,50.360829402,0.021881014,12.30330877,0.19173431,DA,H,9584,80,7.985,.022,.590,.013,9584,0.590,0.69,2017MNRAS.472.4173R,
WDJ051553.54+283916.81,3422405214775411840,33.264464286798116,0.053663883,78.97396899174726,0.050593097,28.654214368,0.030387439,14.00773967,0.646019,DAH,H,6411,42,8.178,.019,.701,.013,6411,0.701,2.88,2015ApJS..219...19L,
WDJ051942.85-701401.50,4652123895783242112,25.224149020535396,0.09679473,79.92761580231199,0.088955395,-70.232487113,0.10329481,14.97870462,1.2653751,DC,H,4539,67,7.740,.053,.445,.024,4741,0.578,7.15,2023MNRAS.518.3055O,
WDJ052436.27-053510.52,3209308900555979776,27.97647273961461,0.024371896,81.1510733048046,0.01927279,-5.58689903,0.016381603,11.09448279,-0.20526028,DA,H,17080,312,8.009,.023,.622,.013,17080,0.622,0.13,2020MNRAS.497..130T,
WDJ052656.11+443538.77,208021900557436800,25.713421024272073,0.12831931,81.73537137735902,0.10761506,44.592444439,0.07212336,15.0101313,1.24049,DC,H,4680,81,7.853,.063,.492,.030,4849,0.609,7.35,2015ApJS..219...19L,
WDJ052844.01-430449.21,4805691447831511680,26.09059366846687,0.030329073,82.1838544273007,0.027095443,-43.080501799,0.02880667,13.16767981,0.12325668,DA,H,10537,141,8.690,.023,1.038,.013,10537,1.038,1.94,2013MNRAS.431..240O,
WDJ052913.45+430025.89,195470288131984128,27.841428392340838,0.04857983,82.3062138736555,0.032692317,43.006713508,0.024999037,12.75659856,0.18883705,DQ,He,8952,91,8.063,.026,.616,.016,8952,0.616,0.95,2020MNRAS.497..130T,
WDJ052950.25+523953.39,263082591016645504,25.56152480377321,0.04926015,82.46206053812284,0.03858125,52.662395512,0.031852387,12.70101378,-0.2744875,DA,H,21184,516,9.105,.022,1.243,.008,21184,1.243,0.59,2015ApJS..219...19L,
WDJ053026.01+393917.04,190802650815160960,29.530465867327926,0.07656618,82.60811631040099,0.06805354,39.654216468,0.053216584,14.32412049,0.93076706,DA,H,5483,56,7.929,.038,.543,.022,5531,0.572,2.92,2020MNRAS.497..130T,
WDJ053446.50-524150.29,4769136809374612992,25.210146698492064,0.05063821,83.69472719630278,0.04937204,-52.696854753,0.049731776,14.10900786,0.7592926,DA,H,5979,66,8.050,.035,.618,.022,5965,0.610,2.56,2023MNRAS.518.3055O,
WDJ053620.21+412955.62,194394347281717504,31.104452796998295,0.028668307,84.08341137494361,0.023475887,41.498943581,0.019781522,12.11214983,0.45327187,DA,H,7399,53,7.237,.019,.287,.005,7399,0.287,0.64,2015ApJS..219...19L,Double degenerate from 2003ApJ...596..477Z
WDJ053714.90+675950.51,481698110012697728,28.562650289344752,0.04387616,84.31180685169117,0.019163918,67.99709129,0.029171873,13.54300951,0.39577293,DAH,H,7783,68,8.335,.021,.807,.014,7783,0.807,2.24,2020MNRAS.497..130T,
WDJ053916.45+435234.70,197048460976343168,25.432793827472185,0.097205766,84.81945048464368,0.076442525,43.874700384,0.06888593,14.30190335,0.73976517,DC,He,5961,62,8.155,.035,.669,.022,5950,0.662,3.83,2020MNRAS.497..130T,
WDJ054103.86+395946.22,190998058945380608,27.481890772945267,0.08528808,85.268044794409,0.07938652,39.994172828,0.063300885,14.46304605,0.8098812,DA,H,5820,51,8.219,.029,.726,.019,5822,0.728,4.38,2015ApJS..219...19L,
WDJ054249.69-190107.34,2967199704297025664,32.788443495110585,0.029964926,85.70673859254819,0.015860265,-19.01935646,0.021966204,13.014421,0.20905304,DC,He,8763,80,8.192,.021,.698,.014,8763,0.698,1.21,2023MNRAS.518.3055O,
WDJ054307.37+363701.21,3455921181049073280,44.97581993044304,0.035161644,85.77983857130195,0.031919003,36.616751812,0.023019083,13.81679045,0.65173244,DAZ,H,6385,39,8.030,.018,.608,.011,6385,0.608,2.09,2015ApJS..219...19L,
WDJ054457.66+260300.14,3429296884940000000,27.768840537756535,0.079718895,86.24520902910258,0.06652606,26.043862773,0.050828602,14.09412173,1.1925163,DC,H,4778,41,7.244,.036,.258,.010,5059,0.364,2.33,2015ApJS..219...19L,Double degenerate candidate
WDJ054615.61+111558.70,3337021260634868224,27.364693121324386,0.115129,86.5644822366327,0.10936115,11.265614345,0.09385892,14.86097091,1.1441936,DC,H,4902,54,7.924,.048,.534,.028,5033,0.625,6.66,2015ApJS..219...19L,
WDJ054839.48+132551.76,3346603611845335424,28.23164538026661,0.17133656,87.16540432420265,0.13655134,13.43002446,0.118874945,15.58896595,1.5346966,DC,H,4064,151,7.835,.107,.480,.053,4282,0.656,9.95,2020MNRAS.497..130T,
WDJ055118.71-260912.89,2914000658819492864,25.276449756293463,0.059002705,87.8282768450326,0.038529627,-26.153513849,0.048015997,14.19856237,1.1988506,DC,H,4752,39,7.300,.034,.274,.010,5024,0.383,2.56,2023MNRAS.518.3055O,Double degenerate candidate
WDJ055119.48-001021.11,3218697767783768320,89.11206739900385,0.021058416,87.83167502627973,0.01719686,-.171521752,0.015723644,14.1748636,0.6977968,DQP,He,6053,30,8.122,.015,.648,.009,6053,0.648,3.35,2018MNRAS.480.3942H,
WDJ055443.04-103521.34,3011223668834627328,65.40972622036443,0.023127515,88.67903537720267,0.016570702,-10.589940614,0.01688329,13.92931766,0.5735588,DZ,He,6578,39,8.248,.015,.747,.010,6578,0.747,3.33,2020MNRAS.497..130T,
WDJ055509.53-041007.07,3022956969731332096,155.23734721807887,0.01745606,88.79209555773647,0.01484643,-4.178927092,0.0142682865,15.19165306,1.1336575,DZ,He,4821,19,8.173,.014,.689,.009,4932,0.790,7.65,2018ApJ...867..161B,
WDJ055543.03+465048.49,198027266851070848,33.365825441621695,0.06787211,88.9293957002229,0.0653158,46.844437961,0.05920891,14.61327837,1.0542965,DA,H,5118,49,7.896,.039,.519,.022,5222,0.586,4.54,2015ApJS..219...19L,
WDJ055602.01+135446.71,3346787883122375680,36.531953076566666,0.084583156,89.0100431858268,0.09992697,13.910827233,0.08592116,14.74136746,1.104538,DA,H,5016,67,7.918,.053,.531,.031,5132,0.609,5.68,This work,
WDJ055625.46+052148.44,3320184202856435840,123.19885316518207,0.017005328,89.10409821980528,0.014304191,5.359344709,0.011868242,14.42244533,0.83092594,DAH,H,5729,26,8.151,.014,.680,.009,5741,0.688,4.05,2015ApJS..219...19L,
WDJ055802.46-722848.43,4650712810002383104,25.700642738515516,0.050074782,89.51042589054362,0.049836304,-72.479399847,0.049645536,14.06539492,0.5511818,DC,He,6720,78,8.312,.031,.775,.021,6720,0.775,3.33,2023MNRAS.518.3055O,
WDJ055808.89-542804.68,4767805506952137600,25.244673180469462,0.07588219,89.53915644718725,0.069313176,-54.467467013,0.07868953,14.91378876,1.1642113,DA,H,4850,63,7.922,.053,.532,.031,4988,0.629,7.01,2023MNRAS.518.3055O,
WDJ055900.95-041426.99,3024247796382652800,26.28986948977697,0.07376456,89.75392077631963,0.05866688,-4.241929861,0.053764615,14.08048215,0.7173538,DA,H,6136,67,8.107,.034,.655,.021,6136,0.655,2.74,2012MNRAS.425.1394K,
WDJ060231.11+155304.77,3348678699526809600,26.39490994804068,0.065121084,90.63094792748606,0.059448093,15.884058362,0.051273134,13.84678592,0.5274601,DA,H,6980,88,8.280,.032,.769,.021,6980,0.769,2.80,2015ApJS..219...19L,
WDJ060236.71+090423.60,3329569015639064192,26.807748803443513,0.07763825,90.65342240366166,0.06839645,9.07213032,0.05992526,13.97880473,0.76244736,DA,H,5956,51,7.941,.030,.553,.018,5943,0.546,2.15,2015ApJS..219...19L,
WDJ060717.09+733159.70,1114054838014073984,31.011930841066608,0.06021511,91.81489661556931,0.047271118,73.530629835,0.04382578,14.47642203,0.631485,DA,H,6522,65,8.517,.024,.925,.015,6522,0.925,4.83,2015ApJS..219...19L,
WDJ061614.26-591227.41,5482551252566796928,27.72965636869998,0.02030989,94.05898345735092,0.02057744,-59.209,0.02134392,11.16796344,-0.16831875,DB,He,15349,293,7.981,.032,.579,.018,15349,0.579,0.18,2017ApJ...848...11B,
WDJ061813.08-801155.22,5210778263380292096,27.978254313712544,0.017936073,94.55365946188773,0.016915027,-80.19720285,0.01833997,12.11532207,-0.065693855,DA,H,13397,230,8.400,.014,.860,.009,13397,0.860,0.53,2000BaltA...9..125K,
WDJ061848.64+620425.54,1007682723024253184,25.587256572970063,0.13318165,94.70204421533592,0.07973402,62.073346983,0.08720309,15.09200462,1.2068005,DC,H,4768,92,7.994,.077,.575,.047,4905,0.682,8.28,2020MNRAS.497..130T,
WDJ062006.01+420544.38,960039814744267520,26.54123743255337,0.092492074,95.02563294488134,0.06916848,42.09527554,0.0745815,14.12439584,0.58189964,DA,He,6578,105,8.292,.044,.761,.030,6578,0.761,3.44,2020MNRAS.497..130T,He-rich DA (weak Halpha)
WDJ062047.75+064517.12,3324181683539044224,41.624226305569096,0.075575225,95.2013805505328,0.05194126,6.754696087,0.061105244,14.34369787,0.81527805,DA,H,5796,45,8.123,.026,.663,.017,5801,0.666,3.57,2001ApJS..133..413B,
WDJ062141.64-401618.85,5573532025833121408,42.227081283044974,0.030878121,95.42405108830783,0.026243318,-40.27348493,0.03040918,14.19939332,0.67024136,DZ,He,6151,40,8.262,.017,.756,.011,6151,0.756,4.22,2008AJ....136..899S,
WDJ062620.54-185006.83,2940238304793401472,27.93939090383533,0.044026703,96.58626509193994,0.026155395,-18.83495088,0.034082703,13.22920467,0.46937466,DAZ,H,7302,59,7.968,.024,.574,.014,7302,0.574,1.35,2023MNRAS.518.3055O,
WDJ063038.60-020550.49,3117320802840630400,46.72301326202107,0.028012648,97.66032908702128,0.024677552,-2.098121697,0.024514781,13.56109322,0.60641,DA,H,,,,,,,,,,2011ApJ...743..138G,Gaia photometry contaminated by nearby MS star
WDJ063229.37+223004.62,3382277296672027136,26.89018159959546,0.10053672,98.12167986144814,0.08910927,22.500583707,0.08686264,14.39522168,0.9323063,DA,H,5449,66,7.961,.047,.561,.028,5500,0.593,3.27,2015ApJS..219...19L,
WDJ063235.80+555903.12,995112350178946048,26.99828426736271,0.034396812,98.14945030476899,0.028823748,55.983791552,0.028524134,13.01316783,0.15963268,DAH,H,9996,121,8.520,.023,.932,.015,9996,0.932,1.56,2020MNRAS.497..130T,
WDJ063437.49-283420.88,2895487456076198656,34.66262353950732,0.09527538,98.6581908093209,0.06458717,-28.573884238,0.07499183,15.58944015,1.5648689,DC,H,3823,115,7.684,.075,.417,.032,4066,0.604,9.77,2001ApJ...558..761R,
WDJ063629.99+405428.14,957295438016687616,25.20829965654519,0.06316094,99.12447311864413,0.05757686,40.906841471,0.049497373,13.68143376,0.39143562,DA,H,7826,113,8.424,.033,.866,.022,7826,0.866,2.73,2015ApJS..219...19L,
WDJ063931.88+243546.15,3383000470383852672,27.89540092277549,0.04013313,99.88290038154237,0.035213,24.596532329,0.031894427,12.74201804,0.16351318,DC,He,9245,280,8.122,.069,.654,.044,9245,0.654,0.96,2020MNRAS.497..130T,
WDJ064111.93-043212.31,3103811515783541504,49.01907859588942,0.080842994,100.30304724944999,0.064744234,-4.534505318,0.06859865,15.47172272,1.4889164,DC,H,4062,49,7.758,.034,.451,.016,4292,0.627,9.53,2020MNRAS.497..130T,
WDJ064400.61+092605.76,3326650224581677312,33.2847665122633,0.08058522,101.00213566123341,0.051982548,9.434509256,0.062312867,14.02367257,0.71254826,DAH,H,6171,52,8.084,.026,.640,.016,6171,0.640,2.54,2020MNRAS.497..130T,
WDJ064430.17+273111.39,3386162214851684864,25.921471816422457,0.06762422,101.12498552626177,0.0632833,27.519631677,0.056148253,14.00919329,0.5565796,DA,H,6833,119,8.328,.043,.801,.029,6833,0.801,3.36,2015ApJS..219...19L,
WDJ064509.30-164300.72,2947050466531873024,374.48958852876103,0.2313347,101.28662552099249,0.16483414,-16.720932526,0.22725502,11.39133174,-0.27842712,DA,H,,,,,,,,,,2018MNRAS.480.3942H,Gaia photometry contaminated by nearby MS star
WDJ064604.27-224633.04,2925551818747071488,31.255855134227872,0.08974794,101.51832610479936,0.03888282,-22.776233275,0.06817878,15.20016693,1.3595638,DC,H,4376,55,7.781,.036,.462,.012,4586,0.612,8.41,2023MNRAS.518.3055O,
WDJ064722.15+023108.91,3126453655659835136,55.26764708306417,0.03672693,101.84046221080843,0.032180138,2.519253424,0.029556485,14.29787088,0.5013218,DA,H,7109,50,8.594,.015,.976,.009,7109,0.976,4.31,2018MNRAS.480.3942H,
WDJ064737.99+373057.06,943770757800160384,58.533604542987476,0.043553475,101.9070034261302,0.04322811,37.511682824,0.04224004,10.89309235,-0.29527187,DA,H,21394,432,8.145,.024,.712,.014,21394,0.712,0.07,2018MNRAS.480.3942H,
WDJ064806.66-205839.53,2926944659464115328,36.97145360242068,0.055623602,102.0278656259696,0.028645558,-20.977082405,0.0413782,14.69617263,1.0806236,DA,H,5044,28,7.906,.024,.525,.014,5157,0.600,5.32,2023MNRAS.518.3055O,
WDJ064926.55+752124.97,1115546944012493696,26.36234908885923,0.053409345,102.36225064993394,0.03807635,75.356876434,0.045291003,14.03158253,0.6424351,DAH,H,6437,65,8.203,.028,.717,.018,6437,0.717,3.02,2020MNRAS.497..130T,
WDJ065036.81+165753.86,3358418684623972864,34.25404436247562,0.08348562,102.65250649949851,0.069831416,16.96411819,0.06959508,14.85076728,1.0872021,DA,H,5052,61,8.028,.047,.597,.029,5151,0.671,6.76,2015ApJS..219...19L,
WDJ065326.68+640342.05,1100655330324351616,35.84601104436383,0.05402947,103.35982516607625,0.029129073,64.059908973,0.036977075,14.25986417,0.7876797,DA,H,5898,44,8.119,.023,.661,.015,5893,0.657,3.23,2015ApJS..219...19L,
WDJ065330.21-395429.12,5564029702750970112,40.34032643870324,0.030443083,103.37550887005987,0.025669029,-39.907098655,0.027681045,13.95133704,0.7103863,DA,H,6135,37,8.022,.019,.602,.011,6135,0.602,2.29,2017AJ....154...32S,
WDJ065335.34-395533.29,5564028981196462336,40.265354164460945,0.021967687,103.3968889387815,0.018872125,-39.924904558,0.021267017,13.37958562,0.509984,DA,H,7034,49,7.985,.019,.583,.011,7034,0.583,1.52,2017AJ....154...32S,
WDJ065350.43+635558.04,1100267237077449728,35.973434530627046,0.045283567,103.458772370924,0.025475249,63.931021836,0.029896272,14.04522752,0.7341175,DA,H,6066,41,8.050,.021,.619,.013,6066,0.619,2.51,2015ApJS..219...19L,
WDJ065705.91-390935.68,5564171814627287296,60.55813991669191,0.018015416,104.2729232291956,0.015401293,-39.160579035,0.01645108,13.88670964,0.65077686,DA,H,6370,36,8.080,.016,.638,.010,6370,0.638,2.28,2018MNRAS.480.3942H,
WDJ065729.40+055047.87,3129655296079487872,25.63792960506325,0.115821056,104.37203391886605,0.077090956,5.846505272,0.08942166,14.31037175,0.71689606,DC,He,6010,70,8.189,.039,.691,.025,6010,0.691,3.97,2020MNRAS.497..130T,
WDJ065845.23-011552.84,3112162508466471808,26.677218071511078,0.16851246,104.68962096684132,0.12066824,-1.265898332,0.13913429,15.00195669,1.1505795,DA,H,4940,70,8.057,.059,.615,.037,5050,0.702,7.88,2020MNRAS.497..130T,
WDJ065910.86+122526.52,3160815489969826944,27.045123926823567,0.108227625,104.79534998299148,0.08560098,12.423512059,0.0840677,14.72890188,1.1184216,DA,H,4997,59,7.895,.051,.518,.029,5118,0.598,5.55,2020MNRAS.497..130T,
WDJ070041.91-073418.66,3052418589963163264,39.48305869277363,0.053471513,105.1739103714668,0.041130185,-7.571218047,0.0450282,14.49785595,0.7841053,DC,He,5765,45,8.201,.024,.699,.016,5773,0.705,4.89,2006ApJ...643..402K,
WDJ070051.66+315743.83,890661253803216896,50.970300987420025,0.053303834,105.21711939645007,0.048035283,31.959528067,0.044477835,14.87038199,1.1587152,DA,H,4873,40,7.907,.032,.524,.018,5010,0.619,6.69,2018MNRAS.480.3942H,
WDJ070154.84-062746.23,3052844272764398208,48.31878474123209,0.030580536,105.47819286729235,0.023166748,-6.466787117,0.024281953,13.72141401,0.63682365,DA,H,6445,39,7.989,.018,.583,.011,6445,0.583,1.91,2011ApJ...743..138G,
WDJ070219.72-585009.02,5480556532316697216,34.02265603917002,0.020165501,105.58174887557112,0.019507106,-58.834941162,0.019079164,12.24140007,-0.07301521,DA,H,13443,231,8.487,.013,.916,.009,13443,0.916,0.61,2011ApJ...743..138G,
WDJ070356.98+780504.72,1140292483988569856,41.5133492890241,0.035681218,105.98625709703711,0.026271556,78.084106154,0.030195532,14.34598387,0.9595232,DA,H,5357,27,7.862,.020,.503,.011,5428,0.544,2.84,2020MNRAS.497..130T,
WDJ070357.43+253418.34,883006556929519872,39.05155844860329,0.028008621,105.98898550592637,0.022723041,25.571512274,0.022067314,11.84970985,0.002699852,DBA,He,11428,144,7.949,.025,.554,.014,11428,0.554,0.43,2020MNRAS.497..130T,
WDJ070549.32+514250.52,980918204822332416,25.10511412682852,0.15887468,106.45639411132362,0.09188215,51.711985179,0.08849783,15.037701,1.0715065,DA,H,5084,64,8.181,.050,.695,.033,5166,0.765,8.01,2020MNRAS.497..130T,
WDJ070551.92-083526.76,3051506991743533184,39.4223917467585,0.081232674,106.46631765199523,0.06728071,-8.592665767,0.07024133,15.12264685,1.4163666,DC,H,4617,343,7.895,.258,.516,.143,4786,0.640,8.14,2023MNRAS.518.3055O,
WDJ070555.11-505255.45,5504790696302830208,26.935331548164495,0.04242758,106.48065604591164,0.040537767,-50.879600684,0.041454796,13.98462663,0.6630516,DC,He,6202,66,8.051,.033,.604,.020,6202,0.604,2.46,1997ApJS..108..339B,
WDJ070852.28-670631.43,5280944182024023552,58.961279631199595,0.030661715,107.21527304405794,0.027551152,-67.10914626,0.031260073,14.8123795,1.1479731,DCP,H,4862,22,7.8597,.0184,.4967,.0102,5007,0.593,6.18,2020A&A...643A.134B,
WDJ071014.34+374019.47,946030529073021440,41.02930630328309,0.036173355,107.55848561666394,0.031496525,37.670845951,0.031160655,13.57773087,0.49105358,DQ,He,6807,41,7.959,.022,.550,.013,6807,0.550,1.65,2015ApJS..219...19L,
WDJ071206.15-042815.30,3059515898856688000,27.571878532719392,0.095554024,108.02531534339909,0.07872008,-4.470000742,0.08974041,14.67375378,0.9564457,DA,H,5367,80,8.109,.054,.651,.034,5421,0.691,5.38,2020MNRAS.497..130T,
WDJ071550.55-370642.20,5589354543620145024,29.23485623517561,0.039043706,108.9591570899495,0.033338316,-37.111021246,0.034459416,13.91695081,0.48015976,DA,H,7236,67,8.409,.022,.855,.014,7236,0.855,3.32,2023MNRAS.518.3055O,
WDJ071703.10+112541.55,3156974449176326528,33.723788574664404,0.082111515,109.26142807841764,0.07063253,11.427408015,0.06223445,14.86545879,1.2116756,DA,H,4740,54,7.812,.037,.480,.014,4906,0.590,6.72,2020MNRAS.497..130T,
WDJ071801.90+454753.07,974375354722176768,28.179171147673355,0.033467427,109.50718843160705,0.029739147,45.797270998,0.031567343,12.40413507,0.10304928,DC,He,9935,120,8.048,.028,.609,.017,9935,0.609,0.71,2015ApJS..219...19L,
WDJ072205.61+280626.98,885100916128136064,27.44443834091318,0.09180516,110.5243812346018,0.08798154,28.107237761,0.07961626,14.70754974,1.0302086,DA,H,5219,73,8.038,.053,.605,.033,5296,0.661,5.61,2020MNRAS.497..130T,
WDJ072251.38-304234.38,5605383430285597696,42.719650268978846,0.06726724,110.71580901059795,0.04731998,-30.707895364,0.055460185,15.57447344,1.0535984,DA,H,5141,41,8.561,.023,.950,.015,5197,1.014,9.01,2023MNRAS.518.3055O,
WDJ072300.22+161703.98,3169486960220617088,26.898788901515665,0.03513716,110.75082520240822,0.030911772,16.284675051,0.025399031,12.23176963,0.021308899,DA,H,11734,193,8.321,.024,.806,.016,11734,0.806,0.67,2020MNRAS.497..130T,
WDJ072434.96-133828.38,3032020450247993600,27.596665727860515,0.12811232,111.14659429384486,0.091370195,-13.643274488,0.08469742,14.95751307,1.1162548,DA,H,5008,58,8.074,.047,.626,.030,5108,0.705,7.59,2020MNRAS.497..130T,
WDJ072704.15+143440.30,3166841329084630784,32.05991514330606,0.059731133,111.7679543019123,0.060961496,14.577371003,0.047793675,14.23600384,0.845335,DA,H,5695,49,7.990,.030,.580,.018,5713,0.591,2.73,2015ApJS..219...19L,
WDJ073024.53+533211.95,983979721933760768,27.622922661165948,0.13037498,112.60414472110556,0.08070502,53.536256351,0.08943194,15.14586414,1.2996979,DC,H,4589,77,7.895,.068,.515,.039,4761,0.642,8.27,2020MNRAS.497..130T,
WDJ073326.40-445325.34,5510964144860346496,25.59853140193341,0.024414837,113.36056651068681,0.020672824,-44.89045836,0.023421591,12.37610425,0.20563793,DA,H,9409,83,7.998,.022,.597,.013,9409,0.597,0.74,2023MNRAS.518.3055O,
WDJ073330.88+640927.44,1089400763661597440,50.06421573579301,0.03907864,113.37909878073626,0.02361243,64.156476134,0.027642366,14.49832909,1.0407381,DA,H,5140,25,7.824,.020,.480,.011,5249,0.544,3.50,2023MNRAS.520.6111H,
WDJ073337.81-425357.25,5536077746353130240,29.671375455419092,0.017748766,113.40795733715207,0.014237352,-42.896226452,0.017517895,11.5482514,-0.14064407,DA,H,15032,230,8.155,.018,.706,.011,15032,0.706,0.26,2011ApJ...743..138G,
WDJ073427.47+484115.28,976040702520790400,30.760284103926914,0.03055221,113.61355418816183,0.024801655,48.686720451,0.023093026,12.37156071,-0.08981037,DA,H,14100,243,8.595,.014,.984,.009,14100,0.984,0.65,2015ApJS..219...19L,
WDJ074020.79-172449.16,5717278911884258176,109.34396565048813,0.018100515,115.09192337695882,0.01023486,-17.416066116,0.010978539,13.1641811,0.341712,DZA,He,7650,62,8.201,.017,.720,.011,7650,0.720,1.86,2018MNRAS.480.3942H,
WDJ074508.95+262706.45,874900643675606912,25.537296805072955,0.23978734,116.28992179692534,0.19698194,26.448594015,0.19402605,15.74699162,1.5453739,DC,H,3789,525,7.784,.356,.462,.185,4010,0.649,10.53,2015ApJS..219...19L,
WDJ074538.43-335551.34,5588614164276695424,64.81789959144726,0.035157986,116.40863552530242,0.025807532,-33.92345928,0.030963924,15.31445077,1.3848267,DC,H,4293,24,7.798,.011,.461,.001,4509,0.619,8.78,2018MNRAS.480.3942H,
WDJ074725.88+440848.32,926002203218885504,26.08988218684488,0.031303048,116.85726998867094,0.026278244,44.146022602,0.021171678,11.99297259,-0.13677883,DA,H,15198,258,8.443,.019,.890,.012,15198,0.890,0.41,2015ApJS..219...19L,
WDJ074730.10+110734.70,3151407827963355136,36.20611500756712,0.06641926,116.87574034362902,0.06518164,11.12549567,0.046998024,14.41897463,0.37981033,DA,H,7817,184,8.832,.042,1.115,.022,7817,1.115,4.01,2015ApJS..219...19L,
WDJ075014.58+071148.92,3144837318276010624,54.967470992623305,0.061062165,117.56171561701433,0.05576812,7.188998643,0.040492542,15.29254678,1.4003468,DC,H,4280,31,7.783,.024,.463,.011,4496,0.622,8.87,2018MNRAS.480.3942H,
WDJ075015.34+071137.10,3144837112115126400,55.10484642598936,0.05568983,117.56486467239435,0.051466398,7.185680555,0.037946176,15.05133398,1.2336988,DC,H,4680,30,7.894,.025,.515,.014,4842,0.632,7.79,2018MNRAS.480.3942H,
WDJ075252.85-030707.97,3080914632816248448,26.898000309467132,0.13721198,118.21988931324799,0.12510882,-3.118414123,0.080500655,15.14956697,1.2872334,DC,H,4549,101,7.863,.079,.497,.039,4731,0.629,8.17,2020MNRAS.497..130T,
WDJ075305.33+612203.57,1084764020047940096,28.551170646651435,0.039274007,118.27080481648353,0.026062103,61.367371403,0.027111627,13.2342376,0.31111145,DC,He,7921,69,8.111,.023,.645,.014,7921,0.645,1.39,2017MNRAS.472.4173R,
WDJ075308.14-674731.38,5273943488410008832,122.41301924617866,0.011389391,118.30118445721946,0.01144508,-67.79867245,0.011561106,14.21665305,0.85930157,DA,H,5630,24,7.948,.014,.554,.008,5657,0.570,2.66,2018MNRAS.480.3942H,
WDJ075313.28+423001.69,925532265076649472,36.47592121604996,0.109085605,118.30598914907088,0.08317328,42.498714312,0.068449914,15.04336835,1.2758026,DC,H,4585,53,7.808,.038,.467,.015,4773,0.595,7.41,2015ApJS..219...19L,
WDJ075327.26+522931.47,984190381489031424,45.828726282826146,0.037203718,118.36293911754456,0.030191142,52.490939862,0.024424518,13.83867894,0.40649986,DC,He,7259,63,8.318,.020,.780,.013,7259,0.780,2.71,2015ApJS..219...19L,
WDJ075328.47-511436.98,5513896164414899456,30.564841117346543,0.025447091,118.36808586213324,0.023750909,-51.242833502,0.024037424,13.03148371,0.22583485,DAH,H,9283,97,8.388,.022,.845,.014,9283,0.845,1.40,2023MNRAS.518.3055O,
WDJ075356.62-252401.48,5602379190880667904,56.122604596461876,0.036141597,118.48444426494447,0.01684458,-25.399493235,0.024698926,14.77919809,1.1156178,DA,H,4939,21,7.897,.018,.518,.010,5068,0.605,6.04,2018MNRAS.480.3942H,
WDJ075447.40-241527.71,5698587862747531008,26.54253821477268,0.07079772,118.69726684636166,0.03608757,-24.257083321,0.046710048,14.35330726,0.77386856,DAH,H,5942,54,8.205,.029,.717,.019,5933,0.711,3.90,2023MNRAS.518.3055O,
WDJ075508.95-144550.95,5725503293214289280,25.54704881121834,0.015758468,118.787010948362,0.010510483,-14.765529172,0.009607606,10.58970169,0.011130333,DA,H,,,,,,,,,,2011ApJ...743..138G,Gaia photometry contaminated by nearby MS star
WDJ075601.23+574159.82,1081813343155426560,34.02415584354481,0.02856539,119.00460878543225,0.02008669,57.698000264,0.019708917,12.68079579,0.12788677,DC,He,9614,100,8.170,.023,.685,.015,9614,0.685,0.93,2015ApJS..219...19L,
WDJ075631.12+413951.00,922434906461782272,30.55687282256138,0.05624213,119.12962779462013,0.051702045,41.662600113,0.04007255,14.07338653,0.5784073,DA,H,6749,70,8.349,.026,.814,.017,6749,0.814,3.61,2015ApJS..219...19L,
WDJ075959.58+433521.10,923023248261420672,45.5404743108346,0.050161853,119.9964292531568,0.038268372,43.589911946,0.0358991,14.43542975,0.47968102,DCP,H,7215,72,8.695,.020,1.038,.012,7215,1.038,4.44,1995ApJ...451L..67P,
WDJ080131.87+485252.55,933287876501371520,27.909078582449638,0.10055483,120.38204021412537,0.07902155,48.881283417,0.06830926,14.67072849,1.04772,DA,H,5066,66,7.898,.054,.520,.031,5177,0.592,4.99,2015ApJS..219...19L,
WDJ080151.04-282831.73,5597759970724418688,28.536103596783406,0.056324754,120.46329750215591,0.032049008,-28.475904326,0.04246344,14.07421036,0.81329155,DQpec,He,5681,42,7.846,.028,.482,.015,5705,0.494,2.56,2023MNRAS.518.3055O,
WDJ080440.63+223949.68,680099824985004288,25.374012308594423,0.11761064,121.1693081616354,0.089623734,22.662360192,0.06756268,14.67871273,1.0079479,DZ,He,5173,67,8.051,.050,.613,.031,5255,0.674,6.21,2018ApJ...867..161B,
